TransactionID,Amount,V1,V2,V3,Class
1,6.85,0.3310684757649382,-0.8462228907844015,-2.2257362300187165,0
2,70.36,-0.8019720918324517,1.286749990373421,0.034414108068308066,0
3,12.07,0.41919130775995556,0.4571529333348208,2.1970162219808613,0
4,189.47,-0.3358601472414254,0.1917559871798749,-0.49900571667697485,0
5,2.67,0.052158897540048835,0.4180433278160321,0.42246979708239946,0
6,21.7,-0.0039243888099401054,1.7248291226566446,-0.6591669184672138,0
7,27.99,0.24746751192459518,-0.734450199210234,-0.15785707336385774,0
8,86.92,2.320705258044072,0.15847788013674027,1.1544260734754226,0
9,72.67,-0.4630020427864223,-0.6821968891950257,0.7699902074792047,0
10,23.5,0.021842630432228838,0.27804745169731765,0.32806817725061926,0
11,41.68,-0.1554658986134471,0.801221112131083,0.12064848005937202,0
12,90.27,-1.4413265392830472,0.3155494851502865,-0.13772988153803986,0
13,0.92,0.9191424123375328,1.7331020358399283,0.2592470284020934,0
14,81.02,-0.7736677652373655,-0.5150312614089093,1.1408003092923493,0
15,146.78,1.4319245948545987,0.546827489006476,0.008113054394682646,0
16,1.63,-0.72470259353035,1.277717103960739,0.3078907096321997,0
17,2.33,0.4430991350184672,-0.37810321951085374,-1.1292562087226774,0
18,21.12,1.7918887816181848,-0.46730627942230346,-0.8397995208759934,0
19,4.59,0.5134440253513622,-0.15269987905356966,1.3986748747336426,0
20,32.63,-0.5294183056209214,-1.4464626803804932,0.8380141708767177,0
21,65.23,-0.8353021555832577,1.1359459240765322,0.5041862522992748,0
22,41.84,-2.137402461645714,0.16101708318106306,1.1057441271873427,0
23,10.93,-0.3164964197811338,-1.6886256831781337,0.32014174394661415,0
24,53.18,-1.3632559668212985,-0.426396893211588,0.2977747701599838,0
25,57.74,0.02537580494458335,1.3116063349001506,-0.3504199659107106,0
26,134.74,-0.37237316266128384,-0.32828675126748097,0.2540875317249798,0
27,7.94,0.1526775573997071,1.5689735173334247,-1.0741000368345597,0
28,58.94,-1.098419281156067,-0.2729071698219938,-0.9085301902080459,0
29,121.2,-0.47415045723016264,-1.4482785230461326,-0.8006311547216591,0
30,34.81,0.5726361064806182,-2.1191980862573088,1.6299948719299222,0
31,22.46,0.3431954846423206,2.099003971953796,-0.007979270268293075,0
32,9.36,-1.7873962174846254,-0.8210872166656011,0.3572366623856782,0
33,100.79,0.8220626561369309,-0.5884430981269015,-0.6136625883442779,0
34,25.06,-1.032229135942272,-0.11315390617174313,-0.16001462944489775,0
35,129.44,-1.5183355992683556,0.2497331037522457,-0.4990010901091901,0
36,94.11,-0.2106541759654285,-0.9915338894015453,-1.243383305750079,0
37,23.63,2.4292619588410505,1.2782408064805844,-0.7981880659508152,0
38,42.66,-0.3240031890937608,0.3075058151616128,-1.6120747172653433,0
39,1.38,0.10805239327196123,1.2270121971980388,0.20375320465356764,0
40,15.27,0.6956723272871127,-1.9837715290235032,0.9684342520158788,0
41,61.94,-0.8605967491761027,0.4879130169246683,-0.3567436954282572,0
42,56.65,0.31651157500318755,0.40269248604170044,0.49784564443547774,0
43,21.8,-0.8178073793170559,-0.029060896167199715,-0.2766617947029196,0
44,82.67,0.5616308041611485,-0.523622558940411,0.8607195888156769,0
45,13.45,0.4052707191343388,-1.4884225433945277,-0.14514918736832982,0
46,30.93,0.3157724762410729,-1.3680467515754604,1.4695432008951854,0
47,31.98,0.1747107166567036,1.2990027634133554,-0.39791689395962115,0
48,20.84,2.0149634105027356,0.37537183894722975,1.659132212167697,0
49,154.69,0.2376144401777334,-0.20022638216827698,-1.372309013330891,0
50,59.65,0.5321494371578368,-0.25945484339740227,0.12559780989575053,0
51,38.74,0.3693256164464783,1.0212520895064685,-0.56901060836365,0
52,35.72,-1.0010259032616509,0.9792767933792316,0.47419131694169836,0
